,Borough,Neighborhood,Building_Class_Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,address,Apartment Number,Zip Code,Residential_Units,Commercial_Units,Total Units,Land_Square_Feet,Gross Square Feet,Year Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,sale date,latitude,longitude
5365,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5787,1015,,R4,"3240 NETHERLAND AVENUE, 6B",6B,10463,1,0,1,0,0,1988,2,R4,390000,8/23/2019 0:00,,
5366,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5789,1014,,R4,"3220 FAIRFIELD AVENUE, 4D",4D,10463,1,0,1,0,0,1989,2,R4,391200,5/22/2019 0:00,,
5367,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5791,1043,,R4,"3536 CAMBRIDGE AVENUE, 4C",4C,10463,1,0,1,0,0,2005,2,R4,0,8/10/2019 0:00,,
5368,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5903,1001,,R4,"640 WEST 237 STREET, 2A",2A,10463,1,0,1,0,0,2006,2,R4,910000,9/11/2019 0:00,,
5369,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5903,1008,,R4,"640 WEST 237 STREET, 3D",3D,10463,1,0,1,0,0,2006,2,R4,953623,12/4/2019 0:00,,
5370,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5903,1027,,R4,"640 WEST 237TH STREET, 8B",8B,10463,1,0,1,0,0,2006,2,R4,0,9/30/2019 0:00,,
5371,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5903,1029,,R4,"640 WEST 237 STREET, 8D",8D,10463,1,0,1,0,0,2006,2,R4,950000,9/25/2019 0:00,,
5372,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5903,1043,,R4,"640 WEST 237 STREET, 12B",12B,10463,1,0,1,0,0,2006,2,R4,1305000,10/18/2019 0:00,,
5373,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5903,1059,,R4,"640 WEST 237 STREET, 18B",18B,10463,1,0,1,0,0,2006,2,R4,1460000,11/12/2019 0:00,,
5374,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5904,1010,,R4,"3800 BLACKSTONE AVENUE, 6S",6S,10463,1,0,1,0,0,2002,2,R4,675000,7/16/2019 0:00,,
5375,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1057,,R4,"4465 DOUGLAS AVE, 6G",6G,10471,1,0,1,0,0,,2,R4,10,8/14/2019 0:00,,
5376,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1072,,R4,"4465 DOUGLAS AVENUE, 7K",7K,10471,1,0,1,0,0,,2,R4,0,10/29/2019 0:00,,
5377,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1094,,R4,"4455 DOUGLAS AVENUE, 9H",9H,10471,1,0,1,0,0,,2,R4,0,3/26/2019 0:00,,
5378,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1102,,R4,"4455 DOUGLAS AVENUE, 10D",10D,10471,1,0,1,0,0,,2,R4,737000,11/1/2019 0:00,,
5379,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1107,,R4,"4455 DOUGLAS AVENUE, 10J",10J,10471,1,0,1,0,0,,2,R4,800000,3/8/2019 0:00,,
5380,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1123,,R4,"4455 DOUGLAS AVENUE, 12A",12A,10471,1,0,1,0,0,,2,R4,360000,8/29/2019 0:00,,
5381,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1141,,R4,"4455 DOUGLAS AVENUE, 14G",14G,10471,1,0,1,0,0,,2,R4,850000,12/12/2019 0:00,,
5382,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1155,,R4,"4465 DOUGLAS AVENUE, 15J",15J,10471,1,0,1,0,0,,2,R4,0,4/19/2019 0:00,,
5383,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1156,,R4,"4455 DOUGLAS AVENUE, 15K",15K,10471,1,0,1,0,0,,2,R4,615000,7/15/2019 0:00,,
5384,2,RIVERDALE,13 CONDOS - ELEVATOR APARTMENTS,2,5923,1175,,R4,"4483 DOUGLAS AVENUE, TH17",TH17,10471,1,0,1,0,0,,2,R4,1600000,10/15/2019 0:00,,
5385,2,RIVERDALE,17 CONDO COOPS,2,5771,1002,,R9,"3636 FIELDSTON ROAD, 7G",,10463,,,,,,1962,2,R9,128000,2/21/2019 0:00,,
5386,2,RIVERDALE,21 OFFICE BUILDINGS,4,5747,617,,O8,2735 HENRY HUDSON PKWY,,10463,2,8,10,9025,16460,1986,4,O8,4250000,9/19/2019 0:00,,
5387,2,RIVERDALE,21 OFFICE BUILDINGS,4,5793,450,,O7,3510 JOHNSON AVENUE,,10463,0,1,1,3148,3035,1998,4,O7,866666,7/2/2019 0:00,40.8858971,-73.9096119
5388,2,RIVERDALE,21 OFFICE BUILDINGS,4,5793,480,,O7,549 WEST 235 STREET,,10463,0,1,1,1489,1489,1998,4,O7,866666,7/2/2019 0:00,40.8857488,-73.9095687
5389,2,RIVERDALE,21 OFFICE BUILDINGS,4,5793,481,,K7,3508 JOHNSON AVENUE,,10463,0,1,1,2894,2200,1968,4,O5,866667,7/2/2019 0:00,40.8857737,-73.9097061
5390,2,RIVERDALE,22 STORE BUILDINGS,4,5861,221,,K2,5797 TYNDALL AVENUE,,10471,0,2,2,2131,2667,2007,4,K2,1200000,12/6/2019 0:00,40.9053807,-73.901822
5391,2,RIVERDALE,22 STORE BUILDINGS,4,5861,321,,K2,5795 TYNDALL AVENUE,,10471,0,2,2,2056,2667,2007,4,K2,1200000,12/6/2019 0:00,40.9053176,-73.9018366
5392,2,RIVERDALE,29 COMMERCIAL GARAGES,4,5723,40,,G7,"80 KNOLLS CRESCENT, 4F",,10463,0,0,0,116550,0,,4,G7,43725,10/23/2019 0:00,,
5393,2,RIVERDALE,29 COMMERCIAL GARAGES,4,5723,40,,G7,"80 KNOLLS CRESCENT, 7E",,10463,0,0,0,116550,0,,4,G7,171600,10/30/2019 0:00,,
5394,2,RIVERDALE,29 COMMERCIAL GARAGES,4,5723,40,,G7,"80 KNOLLS CRESCENT, 10H",,10463,0,0,0,116550,0,,4,G7,177788,9/9/2019 0:00,,
5395,2,RIVERDALE,33 EDUCATIONAL FACILITIES,4,5958,1,,W6,6301 RIVERDALE AVENUE,,10471,0,1,1,1845000,237021,1848,4,W6,1,4/2/2019 0:00,40.9130123,-73.9068217
5396,2,RIVERDALE,44 CONDO PARKING,4,5723,1077,,RG,"2287 JOHNSON AVENUE, 4",4,10463,0,1,1,0,0,1986,4,RG,485000,10/15/2019 0:00,,
5397,2,RIVERDALE,44 CONDO PARKING,4,5723,1125,,RG,"2287 JOHNSON AVENUE, 52",52,10463,0,1,1,0,0,1986,4,RG,585000,3/27/2019 0:00,,
5398,2,RIVERDALE,44 CONDO PARKING,4,5723,1133,,RG,"2287 JOHNSON AVENUE, 60",60,10463,0,1,1,0,0,1986,4,RG,585000,3/27/2019 0:00,,
5399,2,RIVERDALE,44 CONDO PARKING,4,5789,1102,,RG,"3205 ARLINGTON AVENUE, P2",P2,10463,0,1,1,0,0,2006,4,RG,728000,10/24/2019 0:00,,
5400,2,RIVERDALE,44 CONDO PARKING,4,5791,1017,,RG,"3536 CAMBRIDGE AVENUE, P14",P14,10463,0,1,1,0,0,2005,4,RG,0,8/10/2019 0:00,,
5401,2,RIVERDALE,44 CONDO PARKING,4,5791,1018,,RG,"3536 CAMBRIDGE AVENUE, P15",P15,10463,0,1,1,0,0,2005,4,RG,30000,6/27/2019 0:00,,
5402,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4163,5,,A1,2881 ROBERTS AVENUE,,10461,1,0,1,2000,1227,1935,1,A1,325000,11/20/2019 0:00,40.8456349,-73.8331399
5403,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4166,31,,S1,1605 CROSBY AVENUE,,10461,1,1,2,1377,2232,1960,1,S1,0,2/11/2019 0:00,40.8441273,-73.8307294
5404,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4168,12,,S1,1612 CROSBY AVENUE,,10461,1,1,2,2952,1980,1930,1,S1,750000,4/5/2019 0:00,40.8443763,-73.8302011
5405,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4168,16,,S1,1620 CROSBY AVENUE,,10461,1,1,2,2500,3717,1925,1,S1,0,6/25/2019 0:00,40.8446318,-73.8303341
5406,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4170,18,,S1,1746 CROSBY AVENUE,,10461,1,1,2,2500,3267,1940,1,S1,0,9/11/2019 0:00,40.8462555,-73.8313962
5407,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4172,18,,A1,1625 MAHAN AVENUE,,10461,1,0,1,2500,1200,1920,1,A1,592500,10/31/2019 0:00,40.8453286,-73.828283
5408,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4172,21,,A3,1615 MAHAN AVENUE,,10461,1,0,1,2500,940,1940,1,A3,0,3/19/2019 0:00,40.8451473,-73.8281642
5409,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4176,10,,A1,1751 MAHAN AVENUE,,10461,1,0,1,3742,1408,1925,1,A1,0,9/19/2019 0:00,40.8474908,-73.8296943
5410,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4176,47,,A1,1734 JARVIS AVENUE,,10461,1,0,1,2500,1620,1925,1,A1,605000,5/6/2019 0:00,40.8470134,-73.8297859
5411,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4188,15,,A5,1832 HUTCHINSON RIVER PARKWAY,,10461,1,0,1,1900,1080,1950,1,A5,0,4/29/2019 0:00,,
5412,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4188,23,,A1,1819 MULFORD AVENUE,,10461,1,0,1,2597,1160,1920,1,A1,490000,6/18/2019 0:00,40.847886,-73.8353608
5413,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4198,5,,A1,1810 PARKVIEW AVENUE,,10461,1,0,1,2375,960,1925,1,A1,565000,10/2/2019 0:00,40.8487658,-73.8288416
5414,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4198,18,,A1,3144 WILLOW LANE,,10461,1,0,1,5771,1524,1925,1,A1,316000,7/25/2019 0:00,40.8494411,-73.8289122
5415,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4199,23,,A1,3123 WILLOW LANE,,10461,1,0,1,3736,1652,1930,1,A1,759000,4/10/2019 0:00,40.8497248,-73.8295332
5416,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4199,56,,A1,3130 ARNOW PLACE,,10461,1,0,1,3250,1216,1930,1,A1,550000,1/25/2019 0:00,40.8500697,-73.8289359
5417,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4230,12,,A5,1924 HUTCHINSON RIVER PKWY E,,10461,1,0,1,1995,1823,1955,1,A5,0,7/13/2019 0:00,,
5418,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4231,14,,A5,1930 MULFORD AVENUE,,10461,1,0,1,2660,1836,1950,1,A5,549000,5/20/2019 0:00,40.8504923,-73.8345302
5419,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4231,44,,A5,1949 MAYFLOWER AVENUE,,10461,1,0,1,2483,1729,1955,1,A5,512000,1/18/2019 0:00,40.8510215,-73.8341277
5420,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4241,17,,A1,2864 EAST 195 STREET,,10461,1,0,1,2500,1580,1920,1,A1,451000,5/28/2019 0:00,40.8529871,-73.832525
5421,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4241,18,,A1,2866 EAST 195 STREET,,10461,1,0,1,2500,1480,1920,1,A1,430000,8/8/2019 0:00,40.8529815,-73.8324347
5422,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4243,38,,A5,2889 EAST 196 STREET,,10461,1,0,1,3117,1120,1920,1,A5,479500,9/4/2019 0:00,40.8540752,-73.831474
5423,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4248,20,,A1,2046 SAINT PAULS AVENUE,,10461,1,0,1,2490,1280,1915,1,A1,535000,10/8/2019 0:00,,
5424,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5309,71,,A2,2914 HASKIN STREET,,10461,1,0,1,1832,756,1920,1,A2,426000,8/1/2019 0:00,40.8343062,-73.8285428
5425,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5309,89,,A1,1125 EDISON AVENUE,,10461,1,0,1,2721,1600,1940,1,A1,0,9/25/2019 0:00,40.8342968,-73.8277225
5426,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5311,23,,A1,2900 BAISLEY AVENUE,,10461,1,0,1,3390,1365,1920,1,A1,0,6/26/2019 0:00,40.8353013,-73.8295051
5427,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5311,138,,A5,2916 BAISLEY AVENUE,,10461,1,0,1,1800,1638,1950,1,A5,478000,2/26/2019 0:00,40.8354653,-73.8290782
5428,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5313,81,,A1,3073 BRUCKNER BOULEVARD,,10461,1,0,1,6000,1143,1910,1,A1,590000,11/25/2019 0:00,40.8364136,-73.8263112
5429,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5332,58,,A1,1237 MAYFLOWER AVENUE,,10461,1,0,1,2513,1584,1930,1,A1,550000,6/28/2019 0:00,40.8358832,-73.8314406
5430,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5332,62,,A2,1227 MAYFLOWER AVENUE,,10461,1,0,1,2513,684,1925,1,A2,300000,8/9/2019 0:00,40.8356415,-73.8312714
5431,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5334,20,,A5,1236 BRADFORD AVENUE,,10461,1,0,1,1928,1665,1940,1,A5,555000,8/8/2019 0:00,40.8360373,-73.829814
5432,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5334,45,,A1,1259 EDISON AVENUE,,10461,1,0,1,4915,2400,1930,1,A1,580000,3/1/2019 0:00,40.8366411,-73.8298197
5433,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5335,18,,A1,2902 WATERBURY AVENUE,,10461,1,0,1,3785,1260,1930,1,A1,505000,8/27/2019 0:00,40.8372848,-73.8307468
5434,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5336,30,,A2,1256 EDISON AVENUE,,10461,1,0,1,7008,1512,2019,1,A2,0,2/21/2019 0:00,40.8367717,-73.8290026
5435,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5337,7,,A5,1282 EDISON AVE,,10461,1,0,1,1710,1665,1950,1,A5,0,10/28/2019 0:00,,
5436,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5337,9,,A5,1286 EDISON AVENUE,,10461,1,0,1,1710,1665,1950,1,A5,499000,12/27/2019 0:00,40.8375469,-73.829839
5437,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5339,55,,A1,1267 HOLLYWOOD AVENUE,,10461,1,0,1,6672,1840,1925,1,A1,250000,2/11/2019 0:00,40.8382702,-73.8270833
5438,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5339,66,,A1,1259 HOLLYWOOD AVENUE,,10461,1,0,1,2804,1630,1925,1,A1,550000,11/20/2019 0:00,40.8379378,-73.8268999
5439,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5350,125,,A5,1364 EDWARDS AVENUE,,10461,1,0,1,1520,1440,1940,1,A5,0,4/26/2019 0:00,40.8379728,-73.8358335
5440,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5352,27,,A1,2838 LA SALLE AVENUE,,10461,1,0,1,2510,1248,1920,1,A1,590000,5/20/2019 0:00,40.837955,-73.832964
5441,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5355,44,,A5,1309 GILLESPIE AVENUE,,10461,1,0,1,1452,1348,1955,1,A5,530000,9/30/2019 0:00,40.8382252,-73.8300794
5442,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5356,27,,A1,1375 MAYFLOWER AVENUE,,10461,1,0,1,4950,4968,1980,1,A1,0,8/14/2019 0:00,40.8386499,-73.8333237
5443,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5356,27,,A1,1375 MAYFLOWER AVENUE,,10461,1,0,1,4950,4968,1980,1,A1,995000,5/3/2019 0:00,40.8386499,-73.8333237
5444,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5357,19,,A5,2871 LASALLE AVENUE,,10461,1,0,1,2191,1654,1955,1,A5,0,5/23/2019 0:00,,
5445,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5359,11,,A2,1318 GILLESPIE AVENUE,,10461,1,0,1,2500,1148,1930,1,A2,0,12/5/2019 0:00,40.8386887,-73.8297855
5446,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5361,5,,A1,3041 WATERBURY AVENUE,,10461,1,0,1,2500,1620,1925,1,A1,590000,12/4/2019 0:00,40.8389512,-73.8272876
5447,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5361,14,,A5,1306 HOBART AVENUE,,10461,1,0,1,2178,1782,1950,1,A5,570000,1/7/2019 0:00,40.8389273,-73.8278189
5448,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5361,44,,A1,3058 LA SALLE AVENUE,,10461,1,0,1,2290,2326,1925,1,A1,610000,6/12/2019 0:00,40.8397003,-73.8271338
5449,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5362,39,,A5,3207 BRUCKNER BLVD,,10461,1,0,1,2070,1864,1940,1,A5,535000,5/16/2019 0:00,,
5450,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5363,3,,A1,1354 GILLESPIE AVE,,10461,1,0,1,2500,1380,1920,1,A1,490000,9/24/2019 0:00,,
5451,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5363,7,,A1,1360 GILLESPIE AVENUE,,10461,1,0,1,2500,1064,1920,1,A1,480000,11/12/2019 0:00,40.8397843,-73.8301333
5452,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5377,19,,A1,2884 DUDLEY AVENUE,,10461,1,0,1,2510,1152,1920,1,A1,0,10/24/2019 0:00,40.8404473,-73.8330626
5453,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5377,57,,A1,2863 HARRINGTON AVENUE,,10461,1,0,1,2250,1632,1920,1,A1,640000,12/12/2019 0:00,40.8398444,-73.8337002
5454,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5384,49,,A1,2841 WELLMAN AVENUE,,10461,1,0,1,2375,1376,1930,1,A1,530000,8/7/2019 0:00,40.8415843,-73.8354595
5455,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5387,48,,A2,2869 WELLMAN AVENUE,,10461,1,0,1,3135,1920,1925,1,A2,920000,1/31/2019 0:00,40.8416099,-73.8341764
5456,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5393,22,,A1,1449 GILLESPIE AVENUE,,10461,1,0,1,2500,1273,1920,1,A1,670000,10/11/2019 0:00,40.8418143,-73.8312376
5457,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5393,50,,A1,2917 DUDLEY AVENUE,,10461,1,0,1,1846,1312,1930,1,A1,0,1/9/2019 0:00,40.8412806,-73.8322871
5458,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5398,9,,A5,1447 MERRY AVENUE,,10461,1,0,1,2730,896,1935,1,A5,480000,4/29/2019 0:00,40.8422576,-73.8285042
5459,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5402,49,,A1,3053 CODDINGTON AVENUE,,10461,1,0,1,2324,2456,1920,1,A1,582000,7/24/2019 0:00,40.8414936,-73.827805
5460,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5403,47,,A1,1410 HOLLYWOOD AVENUE,,10461,1,0,1,2500,1488,1920,1,A1,575000,12/10/2019 0:00,40.8417171,-73.8267925
5461,2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5403,70,,A1,1520 HOLLYWOOD AVE,,10461,1,0,1,5510,1068,1920,1,A1,0,4/19/2019 0:00,,
5462,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4154,29,,B1,1627 MULFORD AVENUE,,10461,2,0,2,3555,2244,1953,1,B1,0,5/10/2019 0:00,40.8449854,-73.8357439
5463,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4154,31,,B1,1625 MULFORD AVENUE,,10461,2,0,2,3555,2244,1953,1,B1,0,7/25/2019 0:00,40.8448812,-73.8357694
5464,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4154,34,,B1,1619 MULFORD AVENUE,,10461,2,0,2,2375,2816,1959,1,B1,935000,11/25/2019 0:00,40.8446589,-73.8358278
5465,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4157,5,,B1,2857 MIDDLETOWN ROAD,,10461,2,0,2,2438,2031,1955,1,B1,461370,1/29/2019 0:00,40.8437565,-73.8343048
5466,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4157,23,,B3,1640 MAYFLOWER AVENUE,,10461,2,0,2,2375,1344,1940,1,B3,325000,2/28/2019 0:00,40.8447693,-73.8343059
5467,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4157,32,,B1,2852 ROBERTS AVENUE,,10461,2,0,2,2128,2680,1960,1,B1,0,2/27/2019 0:00,40.8452658,-73.834077
5468,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4170,43,,B2,1735 HOBART AVENUE,,10461,2,0,2,2500,2736,1940,1,B2,0,9/11/2019 0:00,40.8465021,-73.8311462
5469,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4172,38,,B1,1636 JARVIS AVENUE,,10461,2,0,2,2500,2816,1960,1,B1,0,10/5/2019 0:00,40.8452688,-73.8286482
5470,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4175,12,,B2,1747 JARVIS AVENUE,,10461,2,0,2,2500,2989,1920,1,B2,775000,6/17/2019 0:00,40.8470665,-73.8304653
5471,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4175,45,,B2,1730 HOBART,,10461,2,0,2,2500,2200,1925,1,B2,0,5/2/2019 0:00,,
5472,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4177,40,,B2,1718 MAHAN AVE,,10461,2,0,2,2500,2052,1925,1,B2,600000,11/26/2019 0:00,,
5473,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4190,4,,B9,1858 HUTCHINSON RIVER PARKWAY,,10461,2,0,2,2375,2280,1965,1,B9,0,10/10/2019 0:00,,
5474,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4190,30,,B3,1857 MULFORD AVE,,10461,2,0,2,4751,1400,1931,1,B3,0,12/27/2019 0:00,,
5475,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4191,47,,B3,1843 MAYFLOWER AVE,,10461,2,0,2,2961,2185,1910,1,B3,750000,7/10/2019 0:00,,
5476,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4191,49,,B3,1839 MAYFLOWER AVENUE,,10461,2,0,2,2961,2481,1930,1,B3,500000,3/14/2019 0:00,40.8485763,-73.8343868
5477,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4191,63,,B1,2845 BUHRE AVENUE,,10461,2,0,2,1875,1782,1960,1,B1,0,9/17/2019 0:00,40.8475609,-73.8344724
5478,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4194,5,,B1,1820 EDISON AVENUE,,10461,2,0,2,2280,1970,1960,1,B1,0,2/22/2019 0:00,40.8477167,-73.8321082
5479,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4194,16,,B3,1842 EDISON AVENUE,,10461,2,0,2,2510,1618,1945,1,B3,175000,5/14/2019 0:00,40.8484741,-73.8320268
5480,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4194,16,,B3,1842 EDISON AVENUE,,10461,2,0,2,2510,1618,1945,1,B3,0,8/14/2019 0:00,40.8484741,-73.8320268
5481,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4198,14,,B1,1830 PARKVIEW AVENUE,,10461,2,0,2,1650,1660,1950,1,B1,650000,5/10/2019 0:00,40.8492961,-73.829227
5482,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4198,20,,B3,1829 WILLOW LANE,,10461,2,0,2,3758,1462,1925,1,B3,585000,8/28/2019 0:00,40.8492187,-73.8288079
5483,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4231,12,,B1,1922 MULFORD AVENUE,,10461,2,0,2,1900,2125,1960,1,B1,700000,5/21/2019 0:00,40.850314,-73.8345487
5484,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4231,38,,B1,1959 MAYFLOWER AVENUE,,10461,2,0,2,3730,2541,1955,1,B1,0,6/21/2019 0:00,40.8514029,-73.8340833
5485,2,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY DWELLINGS,1,4233,31,,B2,2884 WILKINSON AVENUE,,10461,2,0,2,2150,3524,1940,1,B2,0,8/27/2019 0:00,40.8515542,-73.8324058
